Genome,Genome ID,Accession,PATRIC ID,RefSeq Locus Tag,Alt Locus Tag,Feature ID,Annotation,Feature Type,Start,End,Length,Strand,FIGfam ID,PATRIC genus-specific families (PLfams),PATRIC cross-genus families (PGfams),Protein ID,AA Length,Gene Symbol,Product,GO
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1468","HI1409","VBIHaeInf48452_1468","PATRIC.71421.8.NC_000907.CDS.1503394.1504704.rev","PATRIC","CDS",1503394,1504704,1311,"-","FIG01319482","PLF_724_00001584","PGF_00404079","NP_439560.1",436,,"probable bacteriophage protein STY1048",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1469","HI1410","VBIHaeInf48452_1469","PATRIC.71421.8.NC_000907.CDS.1504706.1505890.rev","PATRIC","CDS",1504706,1505890,1185,"-","FIG00017949","PLF_724_00001463","PGF_07052665","NP_439561.1",394,,"Phage terminase, large subunit",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1470","HI1411","VBIHaeInf48452_1470","PATRIC.71421.8.NC_000907.CDS.1506035.1506550.rev","PATRIC","CDS",1506035,1506550,516,"-","FIG01305042","PLF_724_00001527","PGF_07220970","NP_439562.1",171,,"Phage terminase, small subunit",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1471","HI1412","VBIHaeInf48452_1471","PATRIC.71421.8.NC_000907.CDS.1506560.1507081.rev","PATRIC","CDS",1506560,1507081,522,"-","FIG00630742","PLF_724_00005336","PGF_02919262","NP_439563.1",173,,"Phage Rha protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1472","HI1413","VBIHaeInf48452_1472","PATRIC.71421.8.NC_000907.CDS.1507209.1507421.rev","PATRIC","CDS",1507209,1507421,213,"-","FIG00698933","PLF_724_00001428","PGF_01809582","NP_439564.1",70,,"putative lytic protein Rz1",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1473","HI1414","VBIHaeInf48452_1473","PATRIC.71421.8.NC_000907.CDS.1507402.1507632.rev","PATRIC","CDS",1507402,1507632,231,"-","FIG00005727","PLF_724_00001250","PGF_02929263","NP_439565.1",76,,"Methyl-accepting chemotaxis protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1474","HI1415","VBIHaeInf48452_1474","PATRIC.71421.8.NC_000907.CDS.1507670.1508272.rev","PATRIC","CDS",1507670,1508272,603,"-","FIG00696694","PLF_724_00001500","PGF_12934270","NP_439566.1",200,,"Lytic enzyme",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1475","HI1416","VBIHaeInf48452_1475","PATRIC.71421.8.NC_000907.CDS.1508241.1508597.rev","PATRIC","CDS",1508241,1508597,357,"-","FIG01509321","PLF_724_00001620","PGF_01809613","NP_439567.1",118,,"hypothetical protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1476","HI1418","VBIHaeInf48452_1476","PATRIC.71421.8.NC_000907.CDS.1509035.1509601.rev","PATRIC","CDS",1509035,1509601,567,"-","FIG01328666","PLF_724_00001528","PGF_12779709","NP_439568.2",188,,"Prophage antirepressor",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1477","HI1419","VBIHaeInf48452_1477","PATRIC.71421.8.NC_000907.CDS.1509962.1510261.fwd","PATRIC","CDS",1509962,1510261,300,"+","FIG01226522","PLF_724_00004453","PGF_00032576","NP_439569.1",99,,"Phage protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1478","HI1420","VBIHaeInf48452_1478","PATRIC.71421.8.NC_000907.CDS.1510258.1510551.fwd","PATRIC","CDS",1510258,1510551,294,"+","FIG00857897","PLF_724_00004360","PGF_02214766","NP_439570.1",97,,"Addiction module antidote protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1479",,"VBIHaeInf48452_1479","PATRIC.71421.8.NC_000907.CDS.1510582.1510860.rev","PATRIC","CDS",1510582,1510860,279,"-","FIG01816768","PLF_724_00003165","PGF_01809838",,92,,"hypothetical protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1480","HI1422","VBIHaeInf48452_1480","PATRIC.71421.8.NC_000907.CDS.1511013.1511588.fwd","PATRIC","CDS",1511013,1511588,576,"+","FIG01328666","PLF_724_00001653","PGF_03962887","NP_439571.1",191,,"Phage antirepressor protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1481","HI1423","VBIHaeInf48452_1481","PATRIC.71421.8.NC_000907.CDS.1511874.1512158.fwd","PATRIC","CDS",1511874,1512158,285,"+","FIG00696489","PLF_724_00001638","PGF_08225224","NP_439572.1",94,,"hypothetical protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1482","HI1425","VBIHaeInf48452_1482","PATRIC.71421.8.NC_000907.CDS.1513585.1514358.fwd","PATRIC","CDS",1513585,1514358,774,"+","FIG00003090","PLF_724_00001134","PGF_00006447","NP_439574.1",257,"fnr","Fumarate and nitrate reduction regulatory protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1483","HI1426","VBIHaeInf48452_1483","PATRIC.71421.8.NC_000907.CDS.1514479.1515408.fwd","PATRIC","CDS",1514479,1515408,930,"+","FIG00002837","PLF_724_00001027","PGF_00065941","NP_439575.2",309,,"Universal stress protein E",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1484","HI1427","VBIHaeInf48452_1484","PATRIC.71421.8.NC_000907.CDS.1515608.1516444.fwd","PATRIC","CDS",1515608,1516444,837,"+","FIG01348324","PLF_724_00001360","PGF_00006921","NP_439576.1",278,,"ABC-type Co2+ transport system, periplasmic component",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1485","HI1428","VBIHaeInf48452_1485","PATRIC.71421.8.NC_000907.CDS.1516529.1517167.rev","PATRIC","CDS",1516529,1517167,639,"-","FIG00000253","PLF_724_00001255","PGF_00033968","NP_439577.1",212,"purN","Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2)","GO:0004644|phosphoribosylglycinamide formyltransferase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1486","HI1429","VBIHaeInf48452_1486","PATRIC.71421.8.NC_000907.CDS.1517222.1518256.rev","PATRIC","CDS",1517222,1518256,1035,"-","FIG00000222","PLF_724_00000429","PGF_00033954","NP_439578.1",344,"purM","Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1)","GO:0004641|phosphoribosylformylglycinamidine cyclo-ligase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1487","HI1430","VBIHaeInf48452_1487","PATRIC.71421.8.NC_000907.CDS.1518436.1519194.fwd","PATRIC","CDS",1518436,1519194,759,"+","FIG00638811","PLF_724_00001429","PGF_00051717","NP_439579.1",252,,"NADP-dependent 3-hydroxy acid dehydrogenase YdfG (EC 1.1.1.381) @ 3-hydroxypropionate dehydrogenase (EC 1.1.1.298)","GO:0035527|3-hydroxypropionate dehydrogenase (NADP+) activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1488","HI1431","VBIHaeInf48452_1488","PATRIC.71421.8.NC_000907.CDS.1519211.1520404.fwd","PATRIC","CDS",1519211,1520404,1194,"+","FIG00116323","PLF_724_00000196","PGF_00062027","NP_439580.1",397,"trpB","Tryptophan synthase beta chain (EC 4.2.1.20)","GO:0004834|tryptophan synthase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1489","HI1432","VBIHaeInf48452_1489","PATRIC.71421.8.NC_000907.CDS.1520404.1521210.fwd","PATRIC","CDS",1520404,1521210,807,"+","FIG00105533","PLF_724_00000324","PGF_00062023","NP_439581.1",268,"trpA","Tryptophan synthase alpha chain (EC 4.2.1.20)","GO:0004834|tryptophan synthase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1490","HI1433","VBIHaeInf48452_1490","PATRIC.71421.8.NC_000907.CDS.1521348.1522301.rev","PATRIC","CDS",1521348,1522301,954,"-","FIG00026137","PLF_724_00000475","PGF_00067188","NP_439582.1",317,"usg1","Aspartate-semialdehyde dehydrogenase (EC 1.2.1.11)","GO:0004073|aspartate-semialdehyde dehydrogenase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1491","HI1434","VBIHaeInf48452_1491","PATRIC.71421.8.NC_000907.CDS.1522360.1522836.fwd","PATRIC","CDS",1522360,1522836,477,"+","FIG00003050","PLF_724_00000550","PGF_00707140","NP_439583.1",158,"ybaK","Cys-tRNA(Pro) deacylase YbaK",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1492","HI1434.1","VBIHaeInf48452_1492","PATRIC.71421.8.NC_000907.CDS.1522993.1523211.rev","PATRIC","CDS",1522993,1523211,219,"-","FIG01304073","PLF_724_00000450","PGF_00502502","NP_439584.1",72,"cspD","Cold shock protein of CSP family => CspD (naming convention as in E.coli)",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1493","HI1434.2","VBIHaeInf48452_1493","PATRIC.71421.8.NC_000907.CDS.1523361.1523519.rev","PATRIC","CDS",1523361,1523519,159,"-","FIG01311050","PLF_724_00001115","PGF_10431732","NP_439585.2",52,,"UPF0181 protein YoaH",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1494",,"VBIHaeInf48452_1494","PATRIC.71421.8.NC_000907.CDS.1523512.1523661.rev","PATRIC","CDS",1523512,1523661,150,"-",,"PLF_724_00010452","PGF_01808934",,49,,"hypothetical protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1495","HI1435","VBIHaeInf48452_1495","PATRIC.71421.8.NC_000907.CDS.1523684.1524232.rev","PATRIC","CDS",1523684,1524232,549,"-","FIG01956010","PLF_724_00000728","PGF_02706008","NP_439586.2",182,,"tRNA pseudouridine(65) synthase (EC 5.4.99.26)",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1496","HI1436","VBIHaeInf48452_1496","PATRIC.71421.8.NC_000907.CDS.1524226.1524546.rev","PATRIC","CDS",1524226,1524546,321,"-","FIG00004329","PLF_724_00001286","PGF_00013290","NP_439587.1",106,,"Uncharacterized protein YqcC",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1497",,"VBIHaeInf48452_1497","PATRIC.71421.8.NC_000907.CDS.1524561.1525241.rev","PATRIC","CDS",1524561,1525241,681,"-","FIG00000718","PLF_724_00000072","PGF_00413237",,226,,"tRNA 4-thiouridine synthase (EC 2.8.1.4) / Rhodanese-like domain required for thiamine synthesis",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.139","HI0137","VBIHaeInf48452_0139","PATRIC.71421.8.NC_000907.CDS.152492.153262.rev","PATRIC","CDS",152492,153262,771,"-","FIG00008411","PLF_724_00000874","PGF_10506571","NP_438306.1",256,"dnaQ","DNA polymerase III epsilon subunit (EC 2.7.7.7)","GO:0003887|DNA-directed DNA polymerase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1498",,"VBIHaeInf48452_1498","PATRIC.71421.8.NC_000907.CDS.1525285.1526019.rev","PATRIC","CDS",1525285,1526019,735,"-","FIG00000718","PLF_724_00000072","PGF_00413237",,244,,"tRNA 4-thiouridine synthase (EC 2.8.1.4) / Rhodanese-like domain required for thiamine synthesis",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1499","HI1437","VBIHaeInf48452_1499","PATRIC.71421.8.NC_000907.CDS.1526179.1526433.fwd","PATRIC","CDS",1526179,1526433,255,"+","FIG00000435","PLF_724_00002313","PGF_05076104","NP_439589.1",84,"xseB","Exodeoxyribonuclease VII small subunit (EC 3.1.11.6)","GO:0008855|exodeoxyribonuclease VII activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1500","HI1438","VBIHaeInf48452_1500","PATRIC.71421.8.NC_000907.CDS.1526433.1527320.fwd","PATRIC","CDS",1526433,1527320,888,"+","FIG01306569","PLF_724_00006610","PGF_06784545","NP_439590.1",295,"ispA","(2E,6E)-farnesyl diphosphate synthase (EC 2.5.1.10)","GO:0004337|geranyltranstransferase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1501","HI1439","VBIHaeInf48452_1501","PATRIC.71421.8.NC_000907.CDS.1527374.1529239.fwd","PATRIC","CDS",1527374,1529239,1866,"+","FIG00000343","PLF_724_00000034","PGF_00426115","NP_439591.1",621,"dxs","1-deoxy-D-xylulose 5-phosphate synthase (EC 2.2.1.7)","GO:0008661|1-deoxy-D-xylulose-5-phosphate synthase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1502","HI1440","VBIHaeInf48452_1502","PATRIC.71421.8.NC_000907.CDS.1529275.1529727.rev","PATRIC","CDS",1529275,1529727,453,"-","FIG00010140","PLF_724_00001016","PGF_00054302","NP_439592.1",150,"sspB","Stringent starvation protein B",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1503","HI1441","VBIHaeInf48452_1503","PATRIC.71421.8.NC_000907.CDS.1529727.1530365.rev","PATRIC","CDS",1529727,1530365,639,"-","FIG00001437","PLF_724_00000624","PGF_00054301","NP_439593.1",212,"sspA","Stringent starvation protein A",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1504","HI1442","VBIHaeInf48452_1504","PATRIC.71421.8.NC_000907.CDS.1530546.1530938.rev","PATRIC","CDS",1530546,1530938,393,"-","FIG00001110","PLF_724_00000377","PGF_00049909","NP_439594.1",130,"rpsI","SSU ribosomal protein S9p (S16e)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1505","HI1443","VBIHaeInf48452_1505","PATRIC.71421.8.NC_000907.CDS.1530955.1531383.rev","PATRIC","CDS",1530955,1531383,429,"-","FIG00000211","PLF_724_00000353","PGF_06180597","NP_439595.1",142,"rplM","LSU ribosomal protein L13p (L13Ae)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1506","HI1444","VBIHaeInf48452_1506","PATRIC.71421.8.NC_000907.CDS.1531847.1532725.fwd","PATRIC","CDS",1531847,1532725,879,"+","FIG00000453","PLF_724_00000074","PGF_04775373","NP_439596.1",292,"metF","5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1507","HI1445","VBIHaeInf48452_1507","PATRIC.71421.8.NC_000907.CDS.1532814.1533542.rev","PATRIC","CDS",1532814,1533542,729,"-","FIG00000423","PLF_724_00000877","PGF_03760224","NP_439597.1",242,"bioD","Dethiobiotin synthase BioD (EC 6.3.3.3)","GO:0004141|dethiobiotin synthase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.140","HI0138","VBIHaeInf48452_0140","PATRIC.71421.8.NC_000907.CDS.153323.153787.fwd","PATRIC","CDS",153323,153787,465,"+","FIG00000542","PLF_724_00000565","PGF_09258168","NP_438307.1",154,"rnhA","Ribonuclease HI (EC 3.1.26.4)","GO:0003676|nucleic acid binding;GO:0004523|ribonuclease H activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1508","HI1446","VBIHaeInf48452_1508","PATRIC.71421.8.NC_000907.CDS.1533645.1533833.rev","PATRIC","CDS",1533645,1533833,189,"-","FIG01311229","PLF_724_00001300","PGF_00465284","NP_439598.1",62,,"Protein YcgL",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1509","HI1447","VBIHaeInf48452_1509","PATRIC.71421.8.NC_000907.CDS.1533972.1534628.rev","PATRIC","CDS",1533972,1534628,657,"-","FIG00000226","PLF_724_00000058","PGF_02820109","NP_439599.1",218,"folE","GTP cyclohydrolase I (EC 3.5.4.16) type 1","GO:0003934|GTP cyclohydrolase I activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1510","HI1448","VBIHaeInf48452_1510","PATRIC.71421.8.NC_000907.CDS.1534766.1535980.fwd","PATRIC","CDS",1534766,1535980,1215,"+","FIG00018218","PLF_724_00000818","PGF_09188652","NP_439600.1",404,"moeA","Molybdopterin molybdenumtransferase (EC 2.10.1.1)","GO:0061599|molybdopterin molybdotransferase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1511","HI1449","VBIHaeInf48452_1511","PATRIC.71421.8.NC_000907.CDS.1535984.1536715.fwd","PATRIC","CDS",1535984,1536715,732,"+","FIG00001230","PLF_724_00000899","PGF_05867827","NP_439601.1",243,"moeB","Molybdopterin-synthase adenylyltransferase (EC 2.7.7.80)","GO:0061605|molybdopterin-synthase adenylyltransferase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1512","HI1450","VBIHaeInf48452_1512","PATRIC.71421.8.NC_000907.CDS.1536782.1537105.fwd","PATRIC","CDS",1536782,1537105,324,"+","FIG01308092","PLF_724_00000581","PGF_00425811","NP_439602.1",107,,"dsDNA mimic protein, highly acidic",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1513","HI1452","VBIHaeInf48452_1513","PATRIC.71421.8.NC_000907.CDS.1537173.1537760.rev","PATRIC","CDS",1537173,1537760,588,"-","FIG01315035","PLF_724_00001999","PGF_10505503","NP_439603.1",195,,"Putative surface protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1514","HI1453","VBIHaeInf48452_1514","PATRIC.71421.8.NC_000907.CDS.1537998.1538468.rev","PATRIC","CDS",1537998,1538468,471,"-","FIG00146573","PLF_724_00000923","PGF_00056714","NP_439604.1",156,"purL","Thiol:disulfide oxidoreductase associated with MetSO reductase",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1515","HI1454","VBIHaeInf48452_1515","PATRIC.71421.8.NC_000907.CDS.1538510.1539151.rev","PATRIC","CDS",1538510,1539151,642,"-","FIG00146678","PLF_724_00000451","PGF_00420480","NP_439605.1",213,,"Cytochrome c-type biogenesis protein CcdA homolog, associated with MetSO reductase",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1516","HI1455","VBIHaeInf48452_1516","PATRIC.71421.8.NC_000907.CDS.1539163.1540224.rev","PATRIC","CDS",1539163,1540224,1062,"-","FIG00008360","PLF_724_00000708","PGF_00030662","NP_439606.1",353,"msrA","Peptide-methionine (S)-S-oxide reductase MsrA (EC 1.8.4.11) / Peptide-methionine (R)-S-oxide reductase MsrB (EC 1.8.4.12)","GO:0008113|peptide-methionine (S)-S-oxide reductase activity;GO:0033743|peptide-methionine (R)-S-oxide reductase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.141","HI0139","VBIHaeInf48452_0141","PATRIC.71421.8.NC_000907.CDS.154039.155118.fwd","PATRIC","CDS",154039,155118,1080,"+","FIG00696110","PLF_724_00001473","PGF_01809590","NP_438308.1",359,"ompP2","outer membrane protein P2",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1517","HI1456","VBIHaeInf48452_1517","PATRIC.71421.8.NC_000907.CDS.1540419.1540796.rev","PATRIC","CDS",1540419,1540796,378,"-","FIG00698558","PLF_724_00003310","PGF_08959440","NP_439607.2",125,,"hypothetical protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1518","HI1457","VBIHaeInf48452_1518","PATRIC.71421.8.NC_000907.CDS.1540879.1541415.rev","PATRIC","CDS",1540879,1541415,537,"-","FIG01461641","PLF_724_00003616","PGF_00199601","NP_439608.1",178,,"hypothetical protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1519",,"VBIHaeInf48452_1519","PATRIC.71421.8.NC_000907.CDS.1541571.1541711.fwd","PATRIC","CDS",1541571,1541711,141,"+","FIG00555656","PLF_724_00005093","PGF_10436225",,46,,"hypothetical protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1520",,"VBIHaeInf48452_1520","PATRIC.71421.8.NC_000907.CDS.1541735.1541953.fwd","PATRIC","CDS",1541735,1541953,219,"+","FIG00555656","PLF_724_00003143","PGF_10436225",,72,,"hypothetical protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1521",,"VBIHaeInf48452_1521","PATRIC.71421.8.NC_000907.CDS.1542024.1542221.rev","PATRIC","CDS",1542024,1542221,198,"-","FIG00697156","PLF_724_00004297","PGF_01810152",,65,,"hypothetical protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1522","HI1459","VBIHaeInf48452_1522","PATRIC.71421.8.NC_000907.CDS.1542231.1542776.rev","PATRIC","CDS",1542231,1542776,546,"-","FIG00003425","PLF_724_00001233","PGF_00896280","NP_439610.2",181,,"RNA polymerase ECF-type sigma factor",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1523",,"VBIHaeInf48452_1523","PATRIC.71421.8.NC_000907.CDS.1542998.1543237.rev","PATRIC","CDS",1542998,1543237,240,"-","FIG00696713","PLF_724_00004296","PGF_00233727",,79,,"hypothetical protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1524",,"VBIHaeInf48452_1524","PATRIC.71421.8.NC_000907.CDS.1543743.1543871.fwd","PATRIC","CDS",1543743,1543871,129,"+","FIG01484522","PLF_724_00001495","PGF_08225224",,42,,"hypothetical protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1525",,"VBIHaeInf48452_1525","PATRIC.71421.8.NC_000907.CDS.1543939.1544067.fwd","PATRIC","CDS",1543939,1544067,129,"+","FIG00696408","PLF_724_00001547","PGF_01809602",,42,,"hypothetical protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1526","HI1462","VBIHaeInf48452_1526","PATRIC.71421.8.NC_000907.CDS.1544081.1545445.fwd","PATRIC","CDS",1544081,1545445,1365,"+","FIG00006235","PLF_724_00001295","PGF_06982509","NP_439611.1",454,,"Efflux transport system, outer membrane factor (OMF) lipoprotein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1527","HI1462.1","VBIHaeInf48452_1527","PATRIC.71421.8.NC_000907.CDS.1545523.1545900.rev","PATRIC","CDS",1545523,1545900,378,"-","FIG00696316","PLF_724_00001226","PGF_08225224","NP_439612.2",125,,"hypothetical protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1528","HI1462.2","VBIHaeInf48452_1528","PATRIC.71421.8.NC_000907.CDS.1546114.1546608.rev","PATRIC","CDS",1546114,1546608,495,"-","FIG00001992","PLF_724_00000909","PGF_10474010","NP_439613.1",164,,"Phosphohistidine phosphatase SixA",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1529","HI1463","VBIHaeInf48452_1529","PATRIC.71421.8.NC_000907.CDS.1546667.1548004.rev","PATRIC","CDS",1546667,1548004,1338,"-","FIG00009682","PLF_724_00000011","PGF_01137124","NP_439614.1",445,"mrsA","Phosphoglucosamine mutase (EC 5.4.2.10)","GO:0008966|phosphoglucosamine mutase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1530","HI1464","VBIHaeInf48452_1530","PATRIC.71421.8.NC_000907.CDS.1548042.1548869.rev","PATRIC","CDS",1548042,1548869,828,"-","FIG00000307","PLF_724_00000799","PGF_01853493","NP_439615.1",275,"folP-2","Dihydropteroate synthase (EC 2.5.1.15)","GO:0004156|dihydropteroate synthase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1531","HI1465","VBIHaeInf48452_1531","PATRIC.71421.8.NC_000907.CDS.1548981.1550126.rev","PATRIC","CDS",1548981,1550126,1146,"-","FIG00018369","PLF_724_00000476","PGF_06275407","NP_439616.1",381,,"Cell division-associated, ATP-dependent zinc metalloprotease FtsH",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1532",,"VBIHaeInf48452_1532","PATRIC.71421.8.NC_000907.CDS.1550264.1550809.fwd","PATRIC","CDS",1550264,1550809,546,"+","FIG00057566","PLF_724_00001370","PGF_10317782",,181,,"Ferrichrome-iron receptor","GO:0004872|receptor activity;GO:0005215|transporter activity;GO:0006810|transport;GO:0016020|membrane"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1533",,"VBIHaeInf48452_1533","PATRIC.71421.8.NC_000907.CDS.1551513.1552466.fwd","PATRIC","CDS",1551513,1552466,954,"+","FIG00696952","PLF_724_00001370","PGF_10317782",,317,,"Ferrichrome-iron receptor",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1534","HI1467","VBIHaeInf48452_1534","PATRIC.71421.8.NC_000907.CDS.1552525.1554294.fwd","PATRIC","CDS",1552525,1554294,1770,"+","FIG00057566","PLF_724_00001559","PGF_03192541","NP_439618.1",589,,"Efflux ABC transporter, permease/ATP-binding protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.142","HI0140","VBIHaeInf48452_0142","PATRIC.71421.8.NC_000907.CDS.155307.156452.rev","PATRIC","CDS",155307,156452,1146,"-","FIG00076542","PLF_724_00000605","PGF_04282519","NP_438309.1",381,"nagA","N-acetylglucosamine-6-phosphate deacetylase (EC 3.5.1.25)","GO:0008448|N-acetylglucosamine-6-phosphate deacetylase activity"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1535","HI1468","VBIHaeInf48452_1535","PATRIC.71421.8.NC_000907.CDS.1554432.1554701.rev","PATRIC","CDS",1554432,1554701,270,"-","FIG00000144","PLF_724_00000069","PGF_00049847","NP_439619.1",89,"rpsO","SSU ribosomal protein S15p (S13e)","GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation"
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1536","HI1469","VBIHaeInf48452_1536","PATRIC.71421.8.NC_000907.CDS.1554685.1555032.rev","PATRIC","CDS",1554685,1555032,348,"-","FIG00904809","PLF_724_00004200","PGF_01810112","NP_439620.1",115,,"hypothetical protein",
"Haemophilus influenzae Rd KW20","71421.8","NC_000907","fig|71421.8.peg.1537","HI1470","VBIHaeInf48452_1537","PATRIC.71421.8.NC_000907.CDS.1555042.1555803.rev","PATRIC","CDS",1555042,1555803,762,"-","FIG00442954","PLF_724_00003087","PGF_10300691","NP_439621.1",253,,"ABC transporter, ATP-binding protein (cluster 8, B12/iron complex)",
